variant,split,scope,metric,n_samples,n_patches,mean,std,median,q25,q75,iqr,min,max,n_negative
baseline-short,val,bucket_4,random_sample_dice,1,950,0.37243491411209106,0.36651965975761414,0.3525983989238739,0.0,0.7523398995399475,0.7523398995399475,0.0,0.962845504283905,0
baseline-short,val,bucket_4,hungarian_iou,1,950,0.35448020696640015,0.36014169454574585,0.2900210916996002,0.0,0.7214963883161545,0.7214963883161545,0.0,1.0,0
baseline-short,val,bucket_4,emptiest_sample_dice,1,950,0.37243491411209106,0.36651965975761414,0.3525983989238739,0.0,0.7523398995399475,0.7523398995399475,0.0,0.962845504283905,0
baseline-short,val,bucket_4,ged,4,950,0.6906338930130005,0.43710386753082275,0.5654338598251343,0.33885708451271057,0.9834713339805603,0.6446142494678497,0.05332513898611069,1.8786540031433105,0
baseline-short,val,bucket_4,ged_ys,4,950,0.6941425800323486,0.20037542283535004,0.7005377411842346,0.5420695841312408,0.850186213850975,0.3081166297197342,0.12704356014728546,1.0,0
baseline-short,val,bucket_4,ged_ss,4,950,0.4583704471588135,0.17245294153690338,0.5131944417953491,0.375,0.5817309021949768,0.2067309021949768,0.0,0.7281663417816162,0
baseline-short,val,bucket_4,ged_yy,4,950,0.23928093910217285,0.10614533722400665,0.22221943736076355,0.16038966178894043,0.30171801894903183,0.1413283571600914,0.04095947742462158,0.6224359273910522,0
baseline-short,val,bucket_4,oracle_dice,4,950,0.6807997822761536,0.2761422395706177,0.7878342866897583,0.597843810915947,0.8711960166692734,0.2733522057533264,0.0,0.9695684909820557,0
baseline-short,val,bucket_4,oracle_dice_per_grader,4,950,0.6915473341941833,0.2792258858680725,0.8000783920288086,0.6172403693199158,0.8830388933420181,0.26579852402210236,0.0,0.9695684909820557,0
baseline-short,val,bucket_4,random_sample_dice,4,950,0.37795019149780273,0.23193521797657013,0.3852943480014801,0.19829954952001572,0.5626465976238251,0.36434704810380936,0.0,0.9315929412841797,0
baseline-short,val,bucket_4,hungarian_iou,4,950,0.3474271297454834,0.21629372239112854,0.35003525018692017,0.18011492490768433,0.5107902139425278,0.33067528903484344,0.0,0.9046223163604736,0
baseline-short,val,bucket_4,emptiest_sample_dice,4,950,0.09569591283798218,0.23266087472438812,0.0,0.0,0.0,0.0,0.0,0.9381064176559448,0
baseline-short,val,bucket_4,ged,8,950,0.6129830479621887,0.37496456503868103,0.5184313654899597,0.32631243765354156,0.8103993982076645,0.4840869605541229,0.08409027755260468,1.8741648197174072,0
baseline-short,val,bucket_4,ged_ys,8,950,0.69446861743927,0.17080923914909363,0.7053999900817871,0.5717487335205078,0.8202912658452988,0.24854253232479095,0.2541784346103668,1.0,0
baseline-short,val,bucket_4,ged_ss,8,950,0.5366731286048889,0.1411636918783188,0.5733425617218018,0.4941107705235481,0.6263333559036255,0.13222258538007736,0.0,0.7643052339553833,0
baseline-short,val,bucket_4,ged_yy,8,950,0.23928093910217285,0.10614533722400665,0.22221943736076355,0.16038966178894043,0.30171801894903183,0.1413283571600914,0.04095947742462158,0.6224359273910522,0
baseline-short,val,bucket_4,oracle_dice,8,950,0.7670505046844482,0.2110253870487213,0.8353566527366638,0.7394623160362244,0.8928656429052353,0.15340332686901093,0.0,0.9787496328353882,0
baseline-short,val,bucket_4,oracle_dice_per_grader,8,950,0.7863701581954956,0.2128433734178543,0.8595478534698486,0.7715785503387451,0.9069062918424606,0.13532774150371552,0.0,0.9787496328353882,0
baseline-short,val,bucket_4,random_sample_dice,8,950,0.37696459889411926,0.1969785839319229,0.37141501903533936,0.23416394740343094,0.5246238857507706,0.29045993834733963,0.0,0.8514741063117981,0
baseline-short,val,bucket_4,hungarian_iou,8,950,0.5599396228790283,0.240069180727005,0.612272322177887,0.41272829473018646,0.7519529163837433,0.3392246216535568,0.0,0.9172427654266357,0
baseline-short,val,bucket_4,emptiest_sample_dice,8,950,0.01980433613061905,0.1023814007639885,0.0,0.0,0.0,0.0,0.0,0.902080774307251,0
baseline-short,val,bucket_4,ged,16,950,0.5743207931518555,0.3329504728317261,0.4992031753063202,0.3275274261832237,0.7189666032791138,0.39143917709589005,0.08647598326206207,1.8537894487380981,0
baseline-short,val,bucket_4,ged_ys,16,950,0.6954219937324524,0.15208642184734344,0.698798418045044,0.5820424109697342,0.8075110614299774,0.22546865046024323,0.28136077523231506,1.0,0
baseline-short,val,bucket_4,ged_ss,16,950,0.5772422552108765,0.12451000511646271,0.6086483001708984,0.5438535511493683,0.6537730097770691,0.1099194586277008,0.0,0.7435726523399353,0
baseline-short,val,bucket_4,ged_yy,16,950,0.23928093910217285,0.10614533722400665,0.22221943736076355,0.16038966178894043,0.30171801894903183,0.1413283571600914,0.04095947742462158,0.6224359273910522,0
baseline-short,val,bucket_4,oracle_dice,16,950,0.8056635856628418,0.18224011361598969,0.8564761877059937,0.7842061817646027,0.9035544842481613,0.11934830248355865,0.0,0.9787496328353882,0
baseline-short,val,bucket_4,oracle_dice_per_grader,16,950,0.8330137133598328,0.18199282884597778,0.8879565000534058,0.82438163459301,0.9213936179876328,0.0970119833946228,0.0,0.9791746139526367,0
baseline-short,val,bucket_4,random_sample_dice,16,950,0.37559229135513306,0.17484323680400848,0.37589848041534424,0.2502868101000786,0.5058470368385315,0.2555602267384529,0.0,0.8183523416519165,0
baseline-short,val,bucket_4,hungarian_iou,16,950,0.6993505954742432,0.20561428368091583,0.7633482813835144,0.6430050432682037,0.8353274911642075,0.19232244789600372,0.0,0.948329746723175,0
baseline-short,val,bucket_4,emptiest_sample_dice,16,950,0.0024753024335950613,0.031300392001867294,0.0,0.0,0.0,0.0,0.0,0.5388709902763367,0
baseline-short,val,bucket_4,empty_ged,,950,1.7607190608978271,0.10614533722400665,1.777780532836914,1.6982819736003876,1.8396103084087372,0.1413283348083496,1.3775640726089478,1.9590405225753784,0
baseline-short,val,bucket_4,empty_dice,,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
baseline-short,val,bucket_4,empty_oracle_dice,,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
baseline-short,val,bucket_4,empty_hungarian_iou,,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
modernized-short,val,all,ged,1,3021,0.7530235052108765,0.5529116988182068,0.6170744895935059,0.22024975717067719,1.2434310913085938,1.0231813341379166,0.04805334657430649,1.9562082290649414,0
modernized-short,val,all,ged_ys,1,3021,0.5719988346099854,0.2840472459793091,0.508328914642334,0.25,0.8280141949653625,0.5780141949653625,0.054850056767463684,1.0,0
modernized-short,val,all,ged_ss,1,3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
modernized-short,val,all,ged_yy,1,3021,0.3909741938114166,0.14010995626449585,0.375,0.32249999046325684,0.5178571343421936,0.19535714387893677,0.04095947742462158,0.7271875143051147,0
modernized-short,val,all,oracle_dice,1,3021,0.47098952531814575,0.29464590549468994,0.5,0.21666666865348816,0.75,0.5333333313465118,0.0,0.9713688492774963,0
modernized-short,val,all,oracle_dice_per_grader,1,3021,0.47098952531814575,0.29464590549468994,0.5,0.21666666865348816,0.75,0.5333333313465118,0.0,0.9713688492774963,0
modernized-short,val,all,random_sample_dice,1,3021,0.47098952531814575,0.29464590549468994,0.5,0.21666666865348816,0.75,0.5333333313465118,0.0,0.9713688492774963,0
modernized-short,val,all,hungarian_iou,1,3021,0.6907389760017395,0.3536781966686249,0.8181818127632141,0.4892086386680603,1.0,0.5107913613319397,0.0,1.0,0
modernized-short,val,all,emptiest_sample_dice,1,3021,0.47098952531814575,0.29464590549468994,0.5,0.21666666865348816,0.75,0.5333333313465118,0.0,0.9713688492774963,0
modernized-short,val,all,ged,4,3021,0.374332994222641,0.32339489459991455,0.26219990849494934,0.14375567436218262,0.49078047275543213,0.3470247983932495,0.004999995231628418,1.8990058898925781,0
modernized-short,val,all,ged_ys,4,3021,0.5711172223091125,0.19793276488780975,0.5834464430809021,0.42500001192092896,0.7124623656272888,0.28746235370635986,0.10397754609584808,1.0,0
modernized-short,val,all,ged_ss,4,3021,0.3769272565841675,0.20482972264289856,0.375,0.2418559491634369,0.5443548560142517,0.3024989068508148,0.0,0.7332406640052795,0
modernized-short,val,all,ged_yy,4,3021,0.3909741938114166,0.14010995626449585,0.375,0.32249999046325684,0.5178571343421936,0.19535714387893677,0.04095947742462158,0.7271875143051147,0
modernized-short,val,all,oracle_dice,4,3021,0.6452997326850891,0.20992574095726013,0.75,0.5,0.75,0.25,0.0,0.974515974521637,0
modernized-short,val,all,oracle_dice_per_grader,4,3021,0.7468826770782471,0.22584281861782074,0.8165634870529175,0.6951717138290405,0.9078333973884583,0.21266168355941772,0.0,1.0,0
modernized-short,val,all,random_sample_dice,4,3021,0.4724884033203125,0.2046300619840622,0.45391905307769775,0.334616482257843,0.6057243347167969,0.27110785245895386,0.0,0.9445184469223022,0
modernized-short,val,all,hungarian_iou,4,3021,0.5526451468467712,0.2184198796749115,0.5775744318962097,0.4164819121360779,0.75,0.3335180878639221,0.0,0.9900000095367432,0
modernized-short,val,all,emptiest_sample_dice,4,3021,0.4441663920879364,0.3045251965522766,0.5,0.22380748391151428,0.75,0.5261925160884857,0.0,0.96051025390625,0
modernized-short,val,all,ged,8,3021,0.31364426016807556,0.28627729415893555,0.21849235892295837,0.125,0.4058493971824646,0.2808493971824646,0.010267853736877441,1.8990058898925781,0
modernized-short,val,all,ged_ys,8,3021,0.5714722871780396,0.1823367178440094,0.5890096426010132,0.4375,0.6986050605773926,0.2611050605773926,0.11807934939861298,1.0,0
modernized-short,val,all,ged_ss,8,3021,0.4383261799812317,0.18827825784683228,0.5040346384048462,0.3612775206565857,0.5806990265846252,0.21942150592803955,0.0,0.7441738247871399,0
modernized-short,val,all,ged_yy,8,3021,0.3909741938114166,0.14010995626449585,0.375,0.32249999046325684,0.5178571343421936,0.19535714387893677,0.04095947742462158,0.7271875143051147,0
modernized-short,val,all,oracle_dice,8,3021,0.6767832040786743,0.18239125609397888,0.75,0.5,0.7516751289367676,0.2516751289367676,0.0,0.9751304388046265,0
modernized-short,val,all,oracle_dice_per_grader,8,3021,0.8144298791885376,0.18221542239189148,0.8760885000228882,0.75,0.9297389388084412,0.17973893880844116,0.0,1.0,0
modernized-short,val,all,random_sample_dice,8,3021,0.4714687764644623,0.187676802277565,0.4524340331554413,0.3506818413734436,0.6012254953384399,0.25054365396499634,0.0,0.9366358518600464,0
modernized-short,val,all,hungarian_iou,8,3021,0.7060068249702454,0.2055848240852356,0.75,0.6110081076622009,0.8568057417869568,0.24579763412475586,0.0,1.0,0
modernized-short,val,all,emptiest_sample_dice,8,3021,0.4150330126285553,0.3072865903377533,0.5,0.0,0.75,0.75,0.0,0.9508330821990967,0
modernized-short,val,all,ged,16,3021,0.2829880118370056,0.2655264139175415,0.18819105625152588,0.10946488380432129,0.3652483820915222,0.2557834982872009,0.0173947811126709,1.8990058898925781,0
modernized-short,val,all,ged_ys,16,3021,0.5728416442871094,0.17188121378421783,0.5901461839675903,0.4546787738800049,0.6930029392242432,0.23832416534423828,0.12698951363563538,1.0,0
modernized-short,val,all,ged_ss,16,3021,0.4717211425304413,0.17620229721069336,0.5271913409233093,0.3918585479259491,0.6024473905563354,0.21058884263038635,0.0,0.7242751121520996,0
modernized-short,val,all,ged_yy,16,3021,0.3909741938114166,0.14010995626449585,0.375,0.32249999046325684,0.5178571343421936,0.19535714387893677,0.04095947742462158,0.7271875143051147,0
modernized-short,val,all,oracle_dice,16,3021,0.6884958744049072,0.173920676112175,0.75,0.5226541757583618,0.7713106870651245,0.2486565113067627,0.0,0.9751304388046265,0
modernized-short,val,all,oracle_dice_per_grader,16,3021,0.8441526889801025,0.16360677778720856,0.8993643522262573,0.8040645122528076,0.9408388137817383,0.13677430152893066,0.0,1.0,0
modernized-short,val,all,random_sample_dice,16,3021,0.4702264070510864,0.17668814957141876,0.45140334963798523,0.3549462556838989,0.5924462080001831,0.23749995231628418,0.0,0.9309488534927368,0
modernized-short,val,all,hungarian_iou,16,3021,0.7727325558662415,0.1756894290447235,0.8170731663703918,0.7340887188911438,0.8902438879013062,0.15615516901016235,0.0,1.0,0
modernized-short,val,all,emptiest_sample_dice,16,3021,0.39275243878364563,0.3075684905052185,0.5,0.0,0.75,0.75,0.0,0.9104093909263611,0
modernized-short,val,all,empty_ged,,3021,0.8461989164352417,0.6858271956443787,0.4895833730697632,0.125,1.6775000095367432,1.5525000095367432,0.125,1.9590405225753784,0
modernized-short,val,all,empty_dice,,3021,0.38141342997550964,0.3098054826259613,0.5,0.0,0.75,0.75,0.0,0.75,0
modernized-short,val,all,empty_oracle_dice,,3021,0.38141342997550964,0.3098054826259613,0.5,0.0,0.75,0.75,0.0,0.75,0
modernized-short,val,all,empty_hungarian_iou,,3021,0.6855345964431763,0.46430259943008423,1.0,0.0,1.0,1.0,0.0,1.0,0
modernized-short,val,bucket_1,ged,1,993,0.5960986614227295,0.625404953956604,0.125,0.125,1.3350000381469727,1.2100000381469727,0.125,1.625,0
modernized-short,val,bucket_1,ged_ys,1,993,0.48554936051368713,0.3127025067806244,0.25,0.25,0.8550000190734863,0.6050000190734863,0.25,1.0,0
modernized-short,val,bucket_1,ged_ss,1,993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
modernized-short,val,bucket_1,ged_yy,1,993,0.375,0.0,0.375,0.375,0.375,0.0,0.375,0.375,0
modernized-short,val,bucket_1,oracle_dice,1,993,0.5255650877952576,0.29873397946357727,0.75,0.1835443079471588,0.75,0.5664556920528412,0.0,0.75,0
modernized-short,val,bucket_1,oracle_dice_per_grader,1,993,0.5255650877952576,0.29873397946357727,0.75,0.1835443079471588,0.75,0.5664556920528412,0.0,0.75,0
modernized-short,val,bucket_1,random_sample_dice,1,993,0.5255650877952576,0.29873397946357727,0.75,0.1835443079471588,0.75,0.5664556920528412,0.0,0.75,0
modernized-short,val,bucket_1,hungarian_iou,1,993,0.788920521736145,0.31804579496383667,1.0,0.5799999833106995,1.0,0.42000001668930054,0.0,1.0,0
modernized-short,val,bucket_1,emptiest_sample_dice,1,993,0.5255650877952576,0.29873397946357727,0.75,0.1835443079471588,0.75,0.5664556920528412,0.0,0.75,0
modernized-short,val,bucket_1,ged,4,993,0.2637943625450134,0.2736626863479614,0.125,0.125,0.2951388955116272,0.1701388955116272,0.004999995231628418,1.4746373891830444,0
modernized-short,val,bucket_1,ged_ys,4,993,0.49429693818092346,0.1964322328567505,0.4375,0.25,0.6214728355407715,0.3714728355407715,0.25,1.0,0
modernized-short,val,bucket_1,ged_ss,4,993,0.3497995138168335,0.22854749858379364,0.375,0.0,0.5470662117004395,0.5470662117004395,0.0,0.7229825258255005,0
modernized-short,val,bucket_1,ged_yy,4,993,0.375,0.0,0.375,0.375,0.375,0.0,0.375,0.375,0
modernized-short,val,bucket_1,oracle_dice,4,993,0.7094952464103699,0.14827485382556915,0.75,0.75,0.75,0.0,0.0,0.75,0
modernized-short,val,bucket_1,oracle_dice_per_grader,4,993,0.80501389503479,0.19416065514087677,0.8483606576919556,0.75,0.9332883954048157,0.18328839540481567,0.0,1.0,0
modernized-short,val,bucket_1,random_sample_dice,4,993,0.5170068740844727,0.1880255490541458,0.5625,0.3818530738353729,0.75,0.3681469261646271,0.0,0.75,0
modernized-short,val,bucket_1,hungarian_iou,4,993,0.6433109045028687,0.2065984606742859,0.75,0.5085033774375916,0.75,0.24149662256240845,0.0,0.9900000095367432,0
modernized-short,val,bucket_1,emptiest_sample_dice,4,993,0.7061395049095154,0.1605743020772934,0.75,0.75,0.75,0.0,0.0,0.75,0
modernized-short,val,bucket_1,ged,8,993,0.207051619887352,0.21474502980709076,0.125,0.08072912693023682,0.2499198317527771,0.16919070482254028,0.010267853736877441,1.4255497455596924,0
modernized-short,val,bucket_1,ged_ys,8,993,0.49148592352867126,0.17072990536689758,0.48487603664398193,0.34375,0.6231944561004639,0.27944445610046387,0.25,0.9986600875854492,0
modernized-short,val,bucket_1,ged_ss,8,993,0.40092021226882935,0.21716707944869995,0.4905979335308075,0.21875,0.5782909393310547,0.3595409393310547,0.0,0.7441738247871399,0
modernized-short,val,bucket_1,ged_yy,8,993,0.375,0.0,0.375,0.375,0.375,0.0,0.375,0.375,0
modernized-short,val,bucket_1,oracle_dice,8,993,0.7377750873565674,0.08168749511241913,0.75,0.75,0.75,0.0,0.009433962404727936,0.75,0
modernized-short,val,bucket_1,oracle_dice_per_grader,8,993,0.8625472784042358,0.13320860266685486,0.9112902879714966,0.75,0.9514217972755432,0.2014217972755432,0.009433962404727936,1.0,0
modernized-short,val,bucket_1,random_sample_dice,8,993,0.5196682214736938,0.16339077055454254,0.5297306776046753,0.3966529369354248,0.65625,0.2595970630645752,0.002633510623127222,0.75,0
modernized-short,val,bucket_1,hungarian_iou,8,993,0.7995213866233826,0.15944069623947144,0.8333333730697632,0.75,0.9099999666213989,0.15999996662139893,0.004807692486792803,1.0,0
modernized-short,val,bucket_1,emptiest_sample_dice,8,993,0.7362848520278931,0.09193778038024902,0.75,0.75,0.75,0.0,0.0,0.75,0
modernized-short,val,bucket_1,ged,16,993,0.1810951828956604,0.186855286359787,0.11735278367996216,0.07222732901573181,0.1987917423248291,0.1265644133090973,0.0173947811126709,1.4119341373443604,0
modernized-short,val,bucket_1,ged_ys,16,993,0.49579304456710815,0.15443001687526703,0.48583829402923584,0.3885302245616913,0.5966456532478333,0.20811542868614197,0.25,0.9990749359130859,0
modernized-short,val,bucket_1,ged_ss,16,993,0.4354908764362335,0.2035851627588272,0.5057007670402527,0.31743860244750977,0.5916109085083008,0.274172306060791,0.0,0.7089563608169556,0
modernized-short,val,bucket_1,ged_yy,16,993,0.375,0.0,0.375,0.375,0.375,0.0,0.375,0.375,0
modernized-short,val,bucket_1,oracle_dice,16,993,0.7449632883071899,0.05307462438941002,0.75,0.75,0.75,0.0,0.009433962404727936,0.75,0
modernized-short,val,bucket_1,oracle_dice_per_grader,16,993,0.8861768841743469,0.10891890525817871,0.9287564754486084,0.8030303120613098,0.9596773982048035,0.15664708614349365,0.009433962404727936,1.0,0
modernized-short,val,bucket_1,random_sample_dice,16,993,0.5155693292617798,0.14754772186279297,0.5239955186843872,0.421875,0.6138010025024414,0.1919260025024414,0.0018187633249908686,0.75,0
modernized-short,val,bucket_1,hungarian_iou,16,993,0.8513555526733398,0.11226712912321091,0.8815789222717285,0.7526041269302368,0.9285714626312256,0.17596733570098877,0.004807692486792803,1.0,0
modernized-short,val,bucket_1,emptiest_sample_dice,16,993,0.7443809509277344,0.05906151980161667,0.75,0.75,0.75,0.0,0.0,0.75,0
modernized-short,val,bucket_1,empty_ged,,993,0.125,0.0,0.125,0.125,0.125,0.0,0.125,0.125,0
modernized-short,val,bucket_1,empty_dice,,993,0.75,0.0,0.75,0.75,0.75,0.0,0.75,0.75,0
modernized-short,val,bucket_1,empty_oracle_dice,,993,0.75,0.0,0.75,0.75,0.75,0.0,0.75,0.75,0
modernized-short,val,bucket_1,empty_hungarian_iou,,993,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
modernized-short,val,bucket_2,ged,1,552,0.7079532146453857,0.3252909183502197,0.4893569052219391,0.4445450007915497,0.9563228935003281,0.5117778927087784,0.375,1.4970929622650146,0
modernized-short,val,bucket_2,ged_ys,1,552,0.6304874420166016,0.16119760274887085,0.5,0.5,0.7506876438856125,0.2506876438856125,0.5,1.0,0
modernized-short,val,bucket_2,ged_ss,1,552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
modernized-short,val,bucket_2,ged_yy,1,552,0.5530217289924622,0.03013196773827076,0.550000011920929,0.5303030014038086,0.5725886672735214,0.04228566586971283,0.5,0.625,0
modernized-short,val,bucket_2,oracle_dice,1,552,0.39849135279655457,0.1404343843460083,0.5,0.3278983533382416,0.5,0.17210164666175842,0.0,0.5,0
modernized-short,val,bucket_2,oracle_dice_per_grader,1,552,0.39849135279655457,0.1404343843460083,0.5,0.3278983533382416,0.5,0.17210164666175842,0.0,0.5,0
modernized-short,val,bucket_2,random_sample_dice,1,552,0.39849135279655457,0.1404343843460083,0.5,0.3278983533382416,0.5,0.17210164666175842,0.0,0.5,0
modernized-short,val,bucket_2,hungarian_iou,1,552,0.7650983333587646,0.3075354993343353,1.0,0.5683625042438507,1.0,0.4316374957561493,0.0,1.0,0
modernized-short,val,bucket_2,emptiest_sample_dice,1,552,0.39849135279655457,0.1404343843460083,0.5,0.3278983533382416,0.5,0.17210164666175842,0.0,0.5,0
modernized-short,val,bucket_2,ged,4,552,0.3355453610420227,0.18971379101276398,0.30033084750175476,0.1942635178565979,0.45243147015571594,0.25816795229911804,0.02678966522216797,1.2314589023590088,0
modernized-short,val,bucket_2,ged_ys,4,552,0.6338322162628174,0.10174739360809326,0.6238707304000854,0.5574688911437988,0.7041657716035843,0.14669688045978546,0.5,1.0,0
modernized-short,val,bucket_2,ged_ss,4,552,0.3790973126888275,0.21184372901916504,0.375,0.2940288335084915,0.5532862395048141,0.25925740599632263,0.0,0.7169672846794128,0
modernized-short,val,bucket_2,ged_yy,4,552,0.5530217289924622,0.03013196773827076,0.550000011920929,0.5303030014038086,0.5725886672735214,0.04228566586971283,0.5,0.625,0
modernized-short,val,bucket_2,oracle_dice,4,552,0.4793471097946167,0.06406646966934204,0.5,0.5,0.5,0.0,0.0,0.5,0
modernized-short,val,bucket_2,oracle_dice_per_grader,4,552,0.6779947876930237,0.20955556631088257,0.7238168120384216,0.5,0.877450481057167,0.37745048105716705,0.0,0.9797296524047852,0
modernized-short,val,bucket_2,random_sample_dice,4,552,0.39623624086380005,0.08921976387500763,0.4107414484024048,0.35209323465824127,0.46386028826236725,0.11176705360412598,0.0,0.5,0
modernized-short,val,bucket_2,hungarian_iou,4,552,0.5478293895721436,0.1564556509256363,0.5269063711166382,0.5,0.6553592532873154,0.15535925328731537,0.0,0.939393937587738,0
modernized-short,val,bucket_2,emptiest_sample_dice,4,552,0.4628083109855652,0.09804283827543259,0.5,0.5,0.5,0.0,0.0,0.5,0
modernized-short,val,bucket_2,ged,8,552,0.26176440715789795,0.14328792691230774,0.2407492995262146,0.1495763659477234,0.3454211354255676,0.19584476947784424,0.03496819734573364,0.8647692799568176,0
modernized-short,val,bucket_2,ged_ys,8,552,0.633087694644928,0.08465977013111115,0.6241211891174316,0.5695241540670395,0.686170294880867,0.11664614081382751,0.5,0.943682074546814,0
modernized-short,val,bucket_2,ged_ss,8,552,0.4513891637325287,0.18810641765594482,0.5162954330444336,0.3844127580523491,0.5903406888246536,0.20592793077230453,0.0,0.7123335003852844,0
modernized-short,val,bucket_2,ged_yy,8,552,0.5530217289924622,0.03013196773827076,0.550000011920929,0.5303030014038086,0.5725886672735214,0.04228566586971283,0.5,0.625,0
modernized-short,val,bucket_2,oracle_dice,8,552,0.49583855271339417,0.02368370071053505,0.5,0.5,0.5,0.0,0.1844206154346466,0.5,0
modernized-short,val,bucket_2,oracle_dice_per_grader,8,552,0.7798870205879211,0.17699091136455536,0.8553183078765869,0.6231241226196289,0.9196428656578064,0.2965187430381775,0.1844206154346466,0.987675666809082,0
modernized-short,val,bucket_2,random_sample_dice,8,552,0.39667245745658875,0.07415477931499481,0.41036736965179443,0.3552989810705185,0.4490438625216484,0.09374488145112991,0.09122224152088165,0.5,0
modernized-short,val,bucket_2,hungarian_iou,8,552,0.684566080570221,0.160536989569664,0.6971832513809204,0.5293031632900238,0.8252101838588715,0.29590702056884766,0.10964171588420868,0.9707893133163452,0
modernized-short,val,bucket_2,emptiest_sample_dice,8,552,0.48794764280319214,0.06101485714316368,0.5,0.5,0.5,0.0,0.023692483082413673,0.5,0
modernized-short,val,bucket_2,ged,16,552,0.23326055705547333,0.1277012825012207,0.20535877346992493,0.12853482365608215,0.3192247450351715,0.19068992137908936,0.03546547889709473,0.6488785147666931,0
modernized-short,val,bucket_2,ged_ys,16,552,0.6343476176261902,0.07732512056827545,0.6261187791824341,0.5819278508424759,0.6869281232357025,0.10500027239322662,0.5,0.9038422703742981,0
modernized-short,val,bucket_2,ged_ss,16,552,0.4824129045009613,0.18148364126682281,0.5320677757263184,0.40021800994873047,0.6118941754102707,0.21167616546154022,0.0,0.723682165145874,0
modernized-short,val,bucket_2,ged_yy,16,552,0.5530217289924622,0.03013196773827076,0.550000011920929,0.5303030014038086,0.5725886672735214,0.04228566586971283,0.5,0.625,0
modernized-short,val,bucket_2,oracle_dice,16,552,0.49866849184036255,0.009476210922002792,0.5,0.5,0.5,0.0,0.3728489577770233,0.5,0
modernized-short,val,bucket_2,oracle_dice_per_grader,16,552,0.8154940605163574,0.16062484681606293,0.8851771354675293,0.7417092025279999,0.9306401312351227,0.1889309287071228,0.3728489577770233,0.987675666809082,0
modernized-short,val,bucket_2,random_sample_dice,16,552,0.3955157697200775,0.06766924262046814,0.4069667458534241,0.3579219803214073,0.4418078660964966,0.08388588577508926,0.13752001523971558,0.5,0
modernized-short,val,bucket_2,hungarian_iou,16,552,0.7489818334579468,0.1531149446964264,0.7942035794258118,0.6190476417541504,0.872005045413971,0.25295740365982056,0.2955511212348938,0.9759447574615479,0
modernized-short,val,bucket_2,emptiest_sample_dice,16,552,0.49322056770324707,0.0463654026389122,0.5,0.5,0.5,0.0,0.03592943400144577,0.5,0
modernized-short,val,bucket_2,empty_ged,,552,0.4469781816005707,0.03013196587562561,0.44999998807907104,0.4274113327264786,0.4696969985961914,0.04228566586971283,0.375,0.5,0
modernized-short,val,bucket_2,empty_dice,,552,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0
modernized-short,val,bucket_2,empty_oracle_dice,,552,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0
modernized-short,val,bucket_2,empty_hungarian_iou,,552,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
modernized-short,val,bucket_3,ged,1,526,0.8043717741966248,0.2712251842021942,0.8930137157440186,0.575733408331871,0.9908988177776337,0.41516540944576263,0.223233163356781,1.4854166507720947,0
modernized-short,val,bucket_3,ged_ys,1,526,0.6647078990936279,0.14536932110786438,0.75,0.5516252815723419,0.75,0.19837471842765808,0.3113865256309509,1.0,0
modernized-short,val,bucket_3,ged_ss,1,526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
modernized-short,val,bucket_3,ged_yy,1,526,0.5250439047813416,0.06222116947174072,0.5144747495651245,0.4831572696566582,0.5604564249515533,0.07729915529489517,0.3935697376728058,0.7271875143051147,0
modernized-short,val,bucket_3,oracle_dice,1,526,0.38777822256088257,0.17435361444950104,0.25194495916366577,0.25,0.5570432990789413,0.30704329907894135,0.0,0.7179429531097412,0
modernized-short,val,bucket_3,oracle_dice_per_grader,1,526,0.38777822256088257,0.17435361444950104,0.25194495916366577,0.25,0.5570432990789413,0.30704329907894135,0.0,0.7179429531097412,0
modernized-short,val,bucket_3,random_sample_dice,1,526,0.38777822256088257,0.17435361444950104,0.25194495916366577,0.25,0.5570432990789413,0.30704329907894135,0.0,0.7179429531097412,0
modernized-short,val,bucket_3,hungarian_iou,1,526,0.7912315130233765,0.2539539337158203,0.8729046583175659,0.6666666865348816,1.0,0.3333333134651184,0.0,1.0,0
modernized-short,val,bucket_3,emptiest_sample_dice,1,526,0.38777822256088257,0.17435361444950104,0.25194495916366577,0.25,0.5570432990789413,0.30704329907894135,0.0,0.7179429531097412,0
modernized-short,val,bucket_3,ged,4,526,0.4036575257778168,0.2549821734428406,0.31832462549209595,0.20681463181972504,0.5275576263666153,0.32074299454689026,0.04827195405960083,1.0595238208770752,0
modernized-short,val,bucket_3,ged_ys,4,526,0.667244553565979,0.10801202803850174,0.6839811205863953,0.598939910531044,0.75,0.151060089468956,0.3404686450958252,0.9375,0
