variant,split,scope,metric,n_samples,n_patches,mean,std,median,q25,q75,iqr,min,max,n_negative
modernized-short,val,bucket_3,ged_ss,4,526,0.4057875871658325,0.19162465631961823,0.459272563457489,0.370413176715374,0.5531917810440063,0.18277860432863235,0.0,0.6889880895614624,0
modernized-short,val,bucket_3,ged_yy,4,526,0.5250439047813416,0.06222116947174072,0.5144747495651245,0.4831572696566582,0.5604564249515533,0.07729915529489517,0.3935697376728058,0.7271875143051147,0
modernized-short,val,bucket_3,oracle_dice,4,526,0.505267322063446,0.15625374019145966,0.5576773881912231,0.37532051652669907,0.63367760181427,0.25835708528757095,0.23341837525367737,0.7185560464859009,0
modernized-short,val,bucket_3,oracle_dice_per_grader,4,526,0.6776389479637146,0.22465106844902039,0.7321006059646606,0.5752484798431396,0.8628084510564804,0.28755997121334076,0.23341837525367737,0.988095223903656,0
modernized-short,val,bucket_3,random_sample_dice,4,526,0.3844669461250305,0.1280069500207901,0.3758091330528259,0.2813301309943199,0.476718045771122,0.19538791477680206,0.0625,0.7016042470932007,0
modernized-short,val,bucket_3,hungarian_iou,4,526,0.5111402869224548,0.17703112959861755,0.5136095285415649,0.377039335668087,0.6351433247327805,0.25810398906469345,0.08890990912914276,0.9041988253593445,0
modernized-short,val,bucket_3,emptiest_sample_dice,4,526,0.292106032371521,0.12246208637952805,0.25,0.25,0.25,0.0,0.030521336942911148,0.7185560464859009,0
modernized-short,val,bucket_3,ged,8,526,0.3398292362689972,0.2317829728126526,0.2622971534729004,0.16927935183048248,0.4743206799030304,0.3050413280725479,0.03860807418823242,1.0098377466201782,0
modernized-short,val,bucket_3,ged_ys,8,526,0.6688960194587708,0.10313091427087784,0.6842610836029053,0.6117797195911407,0.7418260276317596,0.1300463080406189,0.3354504704475403,0.9427250623703003,0
modernized-short,val,bucket_3,ged_ss,8,526,0.47291868925094604,0.16960686445236206,0.5236989259719849,0.3958333134651184,0.5892134010791779,0.19338008761405945,0.0,0.7272726893424988,0
modernized-short,val,bucket_3,ged_yy,8,526,0.5250439047813416,0.06222116947174072,0.5144747495651245,0.4831572696566582,0.5604564249515533,0.07729915529489517,0.3935697376728058,0.7271875143051147,0
modernized-short,val,bucket_3,oracle_dice,8,526,0.5394209027290344,0.14323538541793823,0.5873441100120544,0.475734606385231,0.6462767273187637,0.17054212093353271,0.23341837525367737,0.7256081700325012,0
modernized-short,val,bucket_3,oracle_dice_per_grader,8,526,0.7588236331939697,0.205186128616333,0.838420033454895,0.6891060769557953,0.9034498184919357,0.21434374153614044,0.23341837525367737,0.988095223903656,0
modernized-short,val,bucket_3,random_sample_dice,8,526,0.3819390833377838,0.12052174657583237,0.37293577194213867,0.29298706352710724,0.4571571573615074,0.16417009383440018,0.0625,0.7044873237609863,0
modernized-short,val,bucket_3,hungarian_iou,8,526,0.6402748227119446,0.19837093353271484,0.6800378561019897,0.5257059037685394,0.8046095967292786,0.27890369296073914,0.08964376151561737,0.9483964443206787,0
modernized-short,val,bucket_3,emptiest_sample_dice,8,526,0.26503217220306396,0.08071955293416977,0.25,0.25,0.25,0.0,0.03681959956884384,0.7185560464859009,0
modernized-short,val,bucket_3,ged,16,526,0.30099719762802124,0.2175077497959137,0.22233057022094727,0.13850973546504974,0.4169045239686966,0.27839478850364685,0.04054251313209534,0.9917123317718506,0
modernized-short,val,bucket_3,ged_ys,16,526,0.6659406423568726,0.09808987379074097,0.6807783842086792,0.6118340790271759,0.7311166524887085,0.11928257346153259,0.3665509819984436,0.921875,0
modernized-short,val,bucket_3,ged_ss,16,526,0.5058402419090271,0.1550244837999344,0.5631946921348572,0.4258309304714203,0.6183420419692993,0.19251111149787903,0.0,0.7045713067054749,0
modernized-short,val,bucket_3,ged_yy,16,526,0.5250439047813416,0.06222116947174072,0.5144747495651245,0.4831572696566582,0.5604564249515533,0.07729915529489517,0.3935697376728058,0.7271875143051147,0
modernized-short,val,bucket_3,oracle_dice,16,526,0.5612325668334961,0.13138991594314575,0.6050589680671692,0.5167559534311295,0.6555308997631073,0.13877494633197784,0.25,0.7256081700325012,0
modernized-short,val,bucket_3,oracle_dice_per_grader,16,526,0.8072474002838135,0.1835736781358719,0.8743534684181213,0.7740123718976974,0.92067451775074,0.1466621458530426,0.25,0.988095223903656,0
modernized-short,val,bucket_3,random_sample_dice,16,526,0.3857126533985138,0.11430665105581284,0.3738517165184021,0.3086737096309662,0.4550604075193405,0.14638669788837433,0.078125,0.6864193677902222,0
modernized-short,val,bucket_3,hungarian_iou,16,526,0.7173757553100586,0.1862432360649109,0.7778313159942627,0.6464090049266815,0.8530464917421341,0.20663748681545258,0.25,0.952988862991333,0
modernized-short,val,bucket_3,emptiest_sample_dice,16,526,0.253409206867218,0.04393493011593819,0.25,0.25,0.25,0.0,0.010210164822638035,0.6939589977264404,0
modernized-short,val,bucket_3,empty_ged,,526,0.9749560952186584,0.06222116947174072,0.9855252504348755,0.9395435750484467,1.0168427228927612,0.07729914784431458,0.7728124856948853,1.1064302921295166,0
modernized-short,val,bucket_3,empty_dice,,526,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0
modernized-short,val,bucket_3,empty_oracle_dice,,526,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0
modernized-short,val,bucket_3,empty_hungarian_iou,,526,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
modernized-short,val,bucket_4,ged,1,950,0.9148086905479431,0.637618899345398,0.6941661238670349,0.33696792274713516,1.658772051334381,1.321804128587246,0.04805334657430649,1.9562082290649414,0
modernized-short,val,bucket_4,ged_ys,1,950,0.5770448446273804,0.3361245393753052,0.48727357387542725,0.26609739661216736,1.0,0.7339026033878326,0.054850056767463684,1.0,0
modernized-short,val,bucket_4,ged_ss,1,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
modernized-short,val,bucket_4,ged_yy,1,950,0.23928093910217285,0.10614533722400665,0.22221943736076355,0.16038966178894043,0.30171801894903183,0.1413283571600914,0.04095947742462158,0.6224359273910522,0
modernized-short,val,bucket_4,oracle_dice,1,950,0.5021417140960693,0.37885582447052,0.666716456413269,0.0,0.8430257886648178,0.8430257886648178,0.0,0.9713688492774963,0
modernized-short,val,bucket_4,oracle_dice_per_grader,1,950,0.5021417140960693,0.37885582447052,0.666716456413269,0.0,0.8430257886648178,0.8430257886648178,0.0,0.9713688492774963,0
modernized-short,val,bucket_4,random_sample_dice,1,950,0.5021417140960693,0.37885582447052,0.666716456413269,0.0,0.8430257886648178,0.8430257886648178,0.0,0.9713688492774963,0
modernized-short,val,bucket_4,hungarian_iou,1,950,0.4892655909061432,0.3767145872116089,0.6513570547103882,0.0,0.8246857225894928,0.8246857225894928,0.0,1.0,0
modernized-short,val,bucket_4,emptiest_sample_dice,1,950,0.5021417140960693,0.37885582447052,0.666716456413269,0.0,0.8430257886648178,0.8430257886648178,0.0,0.9713688492774963,0
modernized-short,val,bucket_4,ged,4,950,0.4961760938167572,0.41038739681243896,0.34650853276252747,0.19979040324687958,0.61897312104702,0.4191827178001404,0.03477558493614197,1.8990058898925781,0
modernized-short,val,bucket_4,ged_ys,4,950,0.5617498755455017,0.2410789430141449,0.5532315969467163,0.37098656594753265,0.7389252632856369,0.36793869733810425,0.10397754609584808,1.0,0
modernized-short,val,bucket_4,ged_ss,4,950,0.3880425691604614,0.17622433602809906,0.4237114191055298,0.23968202993273735,0.5313654690980911,0.2916834391653538,0.0,0.7332406640052795,0
modernized-short,val,bucket_4,ged_yy,4,950,0.23928093910217285,0.10614533722400665,0.22221943736076355,0.16038966178894043,0.30171801894903183,0.1413283571600914,0.04095947742462158,0.6224359273910522,0
modernized-short,val,bucket_4,oracle_dice,4,950,0.7521594762802124,0.24221651256084442,0.8380637764930725,0.7345732301473618,0.8919836431741714,0.1574104130268097,0.0,0.974515974521637,0
modernized-short,val,bucket_4,oracle_dice_per_grader,4,950,0.7644869089126587,0.24510690569877625,0.8518017530441284,0.7543669044971466,0.907754048705101,0.1533871442079544,0.0,0.9750062823295593,0
modernized-short,val,bucket_4,random_sample_dice,4,950,0.5189975500106812,0.265712171792984,0.5581863522529602,0.3378157466650009,0.7387815415859222,0.4009657949209213,0.0,0.9445184469223022,0
modernized-short,val,bucket_4,hungarian_iou,4,950,0.483654260635376,0.2473844587802887,0.5168839693069458,0.3129013404250145,0.6745222061872482,0.36162086576223373,0.0,0.9250646233558655,0
modernized-short,val,bucket_4,emptiest_sample_dice,4,950,0.24369697272777557,0.3593471050262451,0.0,0.0,0.6285404711961746,0.6285404711961746,0.0,0.96051025390625,0
modernized-short,val,bucket_4,ged,8,950,0.4407082796096802,0.375196635723114,0.31129300594329834,0.1666690856218338,0.5845257639884949,0.41785667836666107,0.037312351167201996,1.8990058898925781,0
modernized-short,val,bucket_4,ged_ys,8,950,0.5653353929519653,0.2258685827255249,0.5537477731704712,0.38460053503513336,0.7329647094011307,0.3483641743659973,0.11807934939861298,1.0,0
modernized-short,val,bucket_4,ged_ss,8,950,0.4506815969944,0.15673616528511047,0.49736183881759644,0.359644778072834,0.5739806741476059,0.21433589607477188,0.0,0.7280286550521851,0
modernized-short,val,bucket_4,ged_yy,8,950,0.23928093910217285,0.10614533722400665,0.22221943736076355,0.16038966178894043,0.30171801894903183,0.1413283571600914,0.04095947742462158,0.6224359273910522,0
modernized-short,val,bucket_4,oracle_dice,8,950,0.7942243814468384,0.19993779063224792,0.8548133373260498,0.7783162146806717,0.903047576546669,0.12473136186599731,0.0,0.9751304388046265,0
modernized-short,val,bucket_4,oracle_dice_per_grader,8,950,0.8149939775466919,0.2017364203929901,0.8792099952697754,0.8086012452840805,0.9211577922105789,0.11255654692649841,0.0,0.9776536226272583,0
modernized-short,val,bucket_4,random_sample_dice,8,950,0.5141193866729736,0.2468380182981491,0.5409421920776367,0.33433544635772705,0.7187186926603317,0.3843832463026047,0.0,0.9366358518600464,0
modernized-short,val,bucket_4,hungarian_iou,8,950,0.6571123600006104,0.23848941922187805,0.7322406768798828,0.5582828372716904,0.8338510245084763,0.2755681872367859,0.0,0.9503991603851318,0
modernized-short,val,bucket_4,emptiest_sample_dice,8,950,0.11992596089839935,0.27414652705192566,0.0,0.0,0.0,0.0,0.0,0.9508330821990967,0
modernized-short,val,bucket_4,ged,16,950,0.4084157347679138,0.35190561413764954,0.28182369470596313,0.1479422077536583,0.5423667877912521,0.39442458003759384,0.033719658851623535,1.8990058898925781,0
modernized-short,val,bucket_4,ged_ys,16,950,0.5660921335220337,0.2167249321937561,0.5544368028640747,0.3884858414530754,0.7267619967460632,0.3382761552929878,0.12698951363563538,1.0,0
modernized-short,val,bucket_4,ged_ss,16,950,0.4844876825809479,0.143934428691864,0.5215624570846558,0.39378975331783295,0.596669614315033,0.2028798609972,0.0,0.7242751121520996,0
modernized-short,val,bucket_4,ged_yy,16,950,0.23928093910217285,0.10614533722400665,0.22221943736076355,0.16038966178894043,0.30171801894903183,0.1413283571600914,0.04095947742462158,0.6224359273910522,0
modernized-short,val,bucket_4,oracle_dice,16,950,0.8102357983589172,0.18861618638038635,0.8651323318481445,0.7949505150318146,0.9083737432956696,0.11342322826385498,0.0,0.9751304388046265,0
modernized-short,val,bucket_4,oracle_dice_per_grader,16,950,0.8373124003410339,0.1895919293165207,0.8937426805496216,0.833892896771431,0.9290016889572144,0.09510879218578339,0.0,0.9802364706993103,0
modernized-short,val,bucket_4,random_sample_dice,16,950,0.5130357146263123,0.23546746373176575,0.537352979183197,0.345052070915699,0.7075830549001694,0.36253098398447037,0.0,0.9309488534927368,0
modernized-short,val,bucket_4,hungarian_iou,16,950,0.7350013852119446,0.20553532242774963,0.797542929649353,0.6849687248468399,0.8602939546108246,0.17532522976398468,0.0,0.9612748622894287,0
modernized-short,val,bucket_4,emptiest_sample_dice,16,950,0.043982960283756256,0.16542039811611176,0.0,0.0,0.0,0.0,0.0,0.9104093909263611,0
modernized-short,val,bucket_4,empty_ged,,950,1.7607190608978271,0.10614533722400665,1.777780532836914,1.6982819736003876,1.8396103084087372,0.1413283348083496,1.3775640726089478,1.9590405225753784,0
modernized-short,val,bucket_4,empty_dice,,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
modernized-short,val,bucket_4,empty_oracle_dice,,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
modernized-short,val,bucket_4,empty_hungarian_iou,,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
